image,severity_count,severity_label,prob_crack,prob_dent,prob_paint_off,prob_scratch,pred_crack,pred_dent,pred_paint_off,pred_scratch,rc_impact_force,rc_metal_fatigue,rc_corrosion,dominant_cause
causal_data\aircraft damage\test\images\IMG_20230511_101935_jpg.rf.651cfdd8515dcc5c54a6fc3da33cccf3.jpg,1,Minor — 1 damage instance(s),0.9795,0.0122,0.0130,0.0000,1,0,0,0,0.5098,0.7086,0.4974,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_101955_jpg.rf.1f704a891a8a5a7db77a1330d090ffb7.jpg,1,Minor — 1 damage instance(s),0.0702,0.0066,0.9681,0.1283,0,0,1,0,0.5586,0.6295,0.5062,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_102041_jpg.rf.95b19a6a0ba25957026086a8da4058e5.jpg,1,Minor — 1 damage instance(s),0.0018,0.9794,0.0143,0.2884,0,1,0,0,0.6637,0.5179,0.4520,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_102141_jpg.rf.f65278b1dd42d18072ceb16c80ff1b20.jpg,1,Minor — 1 damage instance(s),0.9759,0.0152,0.0140,0.0000,1,0,0,0,0.5257,0.7007,0.5115,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_102152_jpg.rf.e849422c07f871d6652ebc4949850cc5.jpg,0,None,0.0541,0.1072,0.2736,0.0124,0,0,0,0,0.5503,0.6463,0.4343,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_102326_jpg.rf.7786e583b0279123d5e99b0285a20b77.jpg,1,Minor — 1 damage instance(s),0.0199,0.8787,0.0162,0.0126,0,1,0,0,0.5919,0.6007,0.4397,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_102400_jpg.rf.5db869cbb87aa43b126af58dc2c3b27d.jpg,2,Minor — 2 damage instance(s),0.0381,0.9824,0.0017,0.0027,0,1,0,0,0.6300,0.5835,0.4724,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_102729_jpg.rf.33eb44cdd109ec8a0daac8528918d601.jpg,2,Minor — 2 damage instance(s),0.4179,0.9757,0.0004,0.0001,0,1,0,0,0.6288,0.5757,0.4718,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_102959_jpg.rf.138894b310b0f12955bf5f1ec2e850f3.jpg,1,Minor — 1 damage instance(s),0.4957,0.0059,0.7183,0.0025,0,0,1,0,0.5466,0.6647,0.5113,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_103018_jpg.rf.236819479a7088bc6f85fff0088ceb8d.jpg,0,None,0.0919,0.3684,0.0709,0.0057,0,0,0,0,0.5720,0.6265,0.4594,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_103032_jpg.rf.acc3c7bde363731745df4cc0c1a64814.jpg,1,Minor — 1 damage instance(s),0.0337,0.9789,0.0024,0.0044,0,1,0,0,0.6137,0.5748,0.4403,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_103303_jpg.rf.fbdf8e53be000852d1004720fee771c2.jpg,1,Minor — 1 damage instance(s),0.0089,0.0606,0.9027,0.6145,0,0,1,1,0.6078,0.6033,0.4945,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_103402_jpg.rf.95a78ab78d5256080397e4e75cb4210f.jpg,0,None,0.6132,0.0265,0.0900,0.0002,1,0,0,0,0.5220,0.6849,0.4601,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_103509_jpg.rf.028f8c526f919cad970b62ee5ad30d04.jpg,1,Minor — 1 damage instance(s),0.2252,0.0035,0.9596,0.0278,0,0,1,0,0.5526,0.6476,0.5304,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_103726_jpg.rf.4221c060d69ff51a975ee9948314d95b.jpg,0,None,0.1036,0.0156,0.7032,0.0125,0,0,1,0,0.5356,0.6636,0.4691,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_103908_jpg.rf.82a9a071d373b5ff391be171b1147bef.jpg,1,Minor — 1 damage instance(s),0.0353,0.0065,0.9856,0.3990,0,0,1,0,0.5998,0.6009,0.5320,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_103938_jpg.rf.f760fd344e4ac773c1db513d14e8f42e.jpg,1,Minor — 1 damage instance(s),0.0240,0.9908,0.0013,0.0046,0,1,0,0,0.6331,0.5462,0.4325,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_104314_jpg.rf.a604b937de461c6d64390f2be41a9e38.jpg,2,Minor — 2 damage instance(s),0.4966,0.9683,0.0004,0.0001,0,1,0,0,0.6119,0.5844,0.4603,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_104830_jpg.rf.08724f231445da172632b01c58bdb1ee.jpg,1,Minor — 1 damage instance(s),0.0117,0.9926,0.0016,0.0126,0,1,0,0,0.6573,0.5183,0.4414,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_104837_jpg.rf.65c4ef2ca1e992502e4f42bca2d00fa5.jpg,1,Minor — 1 damage instance(s),0.0156,0.9941,0.0010,0.0056,0,1,0,0,0.6493,0.5299,0.4382,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_104918_jpg.rf.8bdd893ea65438676275e8dd2b29865b.jpg,1,Minor — 1 damage instance(s),0.0246,0.9914,0.0012,0.0046,0,1,0,0,0.6446,0.5393,0.4447,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_104930_jpg.rf.9e1461c8f60dec71e16bd952db294f62.jpg,2,Minor — 2 damage instance(s),0.0185,0.9949,0.0007,0.0033,0,1,0,0,0.6545,0.5350,0.4455,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_104953_jpg.rf.e7c54804b9ddb4c31c9830814ffd0ef8.jpg,1,Minor — 1 damage instance(s),0.0867,0.9103,0.0057,0.0025,0,1,0,0,0.6036,0.6006,0.4592,impact_force
causal_data\aircraft damage\test\images\IMG_20230511_105148_jpg.rf.86f2ba6e087390794d8886e447482a19.jpg,2,Minor — 2 damage instance(s),0.9165,0.0044,0.3156,0.0001,1,0,0,0,0.5449,0.6828,0.5503,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230511_105447_jpg.rf.e3d037475a740c0bd7f76d09d31874cb.jpg,1,Minor — 1 damage instance(s),0.0902,0.0033,0.9857,0.1280,0,0,1,0,0.5601,0.6289,0.5379,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_120758_jpg.rf.8d59c1fb81522fe830d623b3200bf4ba.jpg,1,Minor — 1 damage instance(s),0.0868,0.0033,0.9830,0.1082,0,0,1,0,0.5791,0.6329,0.5341,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_120937_jpg.rf.c27fffa41b74a0cc959075895a5a7f7a.jpg,0,None,0.1974,0.0947,0.1476,0.0027,0,0,0,0,0.5491,0.6458,0.4490,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_121001_jpg.rf.8474a3183771e56312d0ad0e07704721.jpg,0,None,0.0100,0.0288,0.9229,0.4081,0,0,1,0,0.5452,0.6264,0.4610,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_123259_jpg.rf.0d4e8c0533de684f38847c1887d2fc6e.jpg,1,Minor — 1 damage instance(s),0.0278,0.9935,0.0008,0.0031,0,1,0,0,0.6444,0.5359,0.4422,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_123956_jpg.rf.f5fdd902c5675179e666c19c24005b38.jpg,2,Minor — 2 damage instance(s),0.0084,0.9941,0.0013,0.0127,0,1,0,0,0.6578,0.5230,0.4433,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_124107_jpg.rf.fe470655ab68d30eb06fd6c142bbabef.jpg,2,Minor — 2 damage instance(s),0.0138,0.9953,0.0008,0.0047,0,1,0,0,0.6540,0.5254,0.4367,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_124115_jpg.rf.923a7be2dd7189bf3d95063c4d26a73f.jpg,2,Minor — 2 damage instance(s),0.1162,0.9914,0.0004,0.0004,0,1,0,0,0.6333,0.5728,0.4593,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_124145_jpg.rf.c8a5c56ff81abc4b8d632f3a97981868.jpg,2,Minor — 2 damage instance(s),0.0076,0.9932,0.0017,0.0174,0,1,0,0,0.6593,0.5220,0.4446,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_124857_jpg.rf.acf100ea4d8cda5b89eca325a4763bf2.jpg,1,Minor — 1 damage instance(s),0.9785,0.0132,0.0160,0.0000,1,0,0,0,0.5268,0.6982,0.5116,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_124907_jpg.rf.c022f674deebb3d744283a5153e98204.jpg,0,None,0.0129,0.4113,0.3034,0.1800,0,0,0,0,0.6011,0.5938,0.4613,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_124909_jpg.rf.154c973ec0dcf2089f6ea80668e49946.jpg,1,Minor — 1 damage instance(s),0.0384,0.7957,0.0283,0.0136,0,1,0,0,0.6016,0.5963,0.4559,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_124935_jpg.rf.5606fcc98073e7ce2fd74cda38f6259a.jpg,0,None,0.3940,0.0579,0.1294,0.0010,0,0,0,0,0.5449,0.6553,0.4635,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_125001_jpg.rf.c97886c913d791cf64a0fb682377a77e.jpg,1,Minor — 1 damage instance(s),0.5278,0.0753,0.0602,0.0004,1,0,0,0,0.5522,0.6568,0.4737,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_125154_jpg.rf.1215eae5a405339de78870799c4d1924.jpg,1,Minor — 1 damage instance(s),0.9490,0.0948,0.0067,0.0000,1,0,0,0,0.5528,0.6607,0.4783,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_125312_jpg.rf.639e13c219b64363b29de5d4184c5205.jpg,1,Minor — 1 damage instance(s),0.1920,0.9716,0.0010,0.0005,0,1,0,0,0.6003,0.5856,0.4458,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_125501_jpg.rf.8486abfb1a3127e442920dde438de069.jpg,2,Minor — 2 damage instance(s),0.9868,0.0536,0.0027,0.0000,1,0,0,0,0.5456,0.6856,0.5102,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_125854_jpg.rf.a2106ec06e935b78855abcf7f111d269.jpg,1,Minor — 1 damage instance(s),0.3835,0.4333,0.0136,0.0005,0,0,0,0,0.5930,0.6295,0.4786,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_130016_jpg.rf.e7a235be608591b9f365649d48b5d350.jpg,1,Minor — 1 damage instance(s),0.0024,0.7255,0.3614,0.8119,0,1,0,1,0.6265,0.5483,0.4671,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_130151_jpg.rf.3ccc4be2330e7e1829427ef05ed4527b.jpg,1,Minor — 1 damage instance(s),0.0077,0.9954,0.0010,0.0098,0,1,0,0,0.6603,0.5185,0.4345,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_130240_jpg.rf.6b8ad5e102dba9fec6622ebed56ef748.jpg,1,Minor — 1 damage instance(s),0.3462,0.9256,0.0012,0.0002,0,1,0,0,0.6033,0.6090,0.4646,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_130641_jpg.rf.3a39c1f4fa7ad3a3064182704033ac76.jpg,1,Minor — 1 damage instance(s),0.0188,0.9916,0.0014,0.0066,0,1,0,0,0.6399,0.5349,0.4317,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_130954_jpg.rf.82d2141092c25f16398e75a4eb34c0a9.jpg,1,Minor — 1 damage instance(s),0.0100,0.9948,0.0009,0.0070,0,1,0,0,0.6520,0.5306,0.4352,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_131028_jpg.rf.4b598a3e608bd5e8a860e6cf68ef677c.jpg,1,Minor — 1 damage instance(s),0.0246,0.9931,0.0009,0.0031,0,1,0,0,0.6358,0.5459,0.4378,impact_force
causal_data\aircraft damage\test\images\IMG_20230512_131147_jpg.rf.794f988da301e15acbbe5614326b8e55.jpg,1,Minor — 1 damage instance(s),0.9878,0.0146,0.0065,0.0000,1,0,0,0,0.5195,0.7104,0.5121,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_131239_jpg.rf.e1a71c158e02a541214dafc8d59f128a.jpg,1,Minor — 1 damage instance(s),0.9765,0.0303,0.0073,0.0000,1,0,0,0,0.5305,0.6905,0.4868,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_131356_jpg.rf.d0c57bfff7423f78e962156d045d9dc2.jpg,3,Moderate — 3 damage instances,0.9832,0.1133,0.0018,0.0000,1,0,0,0,0.5717,0.6777,0.5251,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230512_131421_jpg.rf.340cae2f450c3142cdc5932534f59d45.jpg,2,Minor — 2 damage instance(s),0.9875,0.0717,0.0019,0.0000,1,0,0,0,0.5529,0.6842,0.5119,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_095218_jpg.rf.2375fab4968d8d1df8510719fdad35d0.jpg,1,Minor — 1 damage instance(s),0.3853,0.0054,0.8971,0.0122,0,0,1,0,0.5553,0.6438,0.5220,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_095422_jpg.rf.65b9b1442f93503ec246a0c46e7e8620.jpg,1,Minor — 1 damage instance(s),0.0107,0.9866,0.0034,0.0229,0,1,0,0,0.6329,0.5363,0.4326,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_095516_jpg.rf.43bdee6bd468e439fd915e2c20109e47.jpg,1,Minor — 1 damage instance(s),0.9545,0.0578,0.0090,0.0000,1,0,0,0,0.5452,0.6685,0.4797,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_095649_jpg.rf.924eab83d182635346e4f4265758a786.jpg,0,None,0.3223,0.0050,0.8164,0.0049,0,0,1,0,0.5223,0.6712,0.4891,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_095655_jpg.rf.a8b5edd2bc38172b902ef31a188bcee3.jpg,0,None,0.0225,0.0042,0.9895,0.3511,0,0,1,0,0.5425,0.6277,0.5094,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_095836_jpg.rf.cfb567eb3d61549f3ca10e0113739b45.jpg,1,Minor — 1 damage instance(s),0.9381,0.0320,0.0187,0.0000,1,0,0,0,0.5532,0.6790,0.4945,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_095859_jpg.rf.e5ca3a4cf39e6b4bc2a5b6f0b62ae8cb.jpg,1,Minor — 1 damage instance(s),0.7109,0.0034,0.7254,0.0011,1,0,1,0,0.5473,0.6704,0.5361,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_100226_jpg.rf.569a4b32fc4d6314383764c11e2b5b8f.jpg,1,Minor — 1 damage instance(s),0.7617,0.3220,0.0068,0.0001,1,0,0,0,0.5702,0.6408,0.4677,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_100614_jpg.rf.016d351badd21a7ec44fdbc5cc20296a.jpg,1,Minor — 1 damage instance(s),0.0206,0.0057,0.9865,0.3940,0,0,1,0,0.5664,0.6223,0.5155,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_100623_jpg.rf.75996bdec5c4af8d5d42ccf92a8845e7.jpg,0,None,0.2617,0.0095,0.6222,0.0032,0,0,1,0,0.5229,0.6763,0.4684,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_100628_jpg.rf.5b8d75e42d4f75a77ccf41401e0034c5.jpg,1,Minor — 1 damage instance(s),0.0360,0.0071,0.9778,0.2626,0,0,1,0,0.5713,0.6223,0.5118,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_100922_jpg.rf.de222830a72699249adfed7a5e576100.jpg,1,Minor — 1 damage instance(s),0.7556,0.0313,0.0881,0.0002,1,0,0,0,0.5506,0.6607,0.4911,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_101030_jpg.rf.154f8f46301d4ade7b1cc1df106bc5bc.jpg,1,Minor — 1 damage instance(s),0.0478,0.0053,0.9752,0.1411,0,0,1,0,0.5442,0.6428,0.5054,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_101246_jpg.rf.ff7e6346368fb60fbfb11a003c13f46a.jpg,5,Severe — 5 damage instances,0.0023,0.9977,0.0005,0.0106,0,1,0,0,0.7303,0.5389,0.5289,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_101310_jpg.rf.39fc6e319a84542bc98e927479b6d3cf.jpg,2,Minor — 2 damage instance(s),0.0010,0.0520,0.9727,0.9874,0,0,1,1,0.6829,0.5299,0.5327,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_101341_jpg.rf.2f2a17d572e903ff3f4a53255c8a7b3a.jpg,2,Minor — 2 damage instance(s),0.0011,0.0581,0.9692,0.9866,0,0,1,1,0.6808,0.5281,0.5278,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_101416_jpg.rf.2e929df4ded2819c845043146529846d.jpg,2,Minor — 2 damage instance(s),0.8275,0.8900,0.0005,0.0000,1,1,0,0,0.6006,0.6027,0.4757,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_101525_jpg.rf.bc3bf6ee6b8891bc3c1674abb87662f3.jpg,2,Minor — 2 damage instance(s),0.9874,0.0154,0.0065,0.0000,1,0,0,0,0.5310,0.7125,0.5240,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_101729_jpg.rf.a1b32ac5e59264052d9e5466650a60ff.jpg,1,Minor — 1 damage instance(s),0.8685,0.0304,0.0415,0.0001,1,0,0,0,0.5461,0.6710,0.4823,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_101732_jpg.rf.22cd83ec87df6566d5605d03cfabcca3.jpg,1,Minor — 1 damage instance(s),0.9465,0.0269,0.0171,0.0000,1,0,0,0,0.5362,0.6861,0.4909,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_102128_jpg.rf.837d45aa1818c6e800dc46edd974d098.jpg,1,Minor — 1 damage instance(s),0.0015,0.9500,0.0733,0.7582,0,1,0,1,0.6818,0.4988,0.4698,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_102428_jpg.rf.ab6c1ec186c841b30b5f9ab78185dc49.jpg,1,Minor — 1 damage instance(s),0.9864,0.0126,0.0092,0.0000,1,0,0,0,0.5182,0.7095,0.5146,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_102443_jpg.rf.d75aa8fc69271c97b283f2d31056432a.jpg,3,Moderate — 3 damage instances,0.9689,0.4929,0.0005,0.0000,1,0,0,0,0.5857,0.6520,0.5077,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_102636_jpg.rf.8a04e6fd42ccf84c1bb9698e6fce4afd.jpg,0,None,0.0033,0.1975,0.7471,0.6812,0,0,1,1,0.5777,0.5959,0.4462,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_102647_jpg.rf.30e0d26c3fd15e82ec788f8e82409138.jpg,1,Minor — 1 damage instance(s),0.0030,0.0306,0.9771,0.9319,0,0,1,1,0.6070,0.5723,0.5034,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_102709_jpg.rf.9176d2ef117a1bd1fe55deb0f2f0eaa2.jpg,0,None,0.0145,0.0606,0.6085,0.0632,0,0,1,0,0.5346,0.6538,0.4344,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_102808_jpg.rf.62c9cd9e4558b5792b1fcf6551811170.jpg,0,None,0.2239,0.0320,0.3178,0.0028,0,0,0,0,0.5324,0.6614,0.4478,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_103140_jpg.rf.3124500de4cb6ee586364825973a2435.jpg,1,Minor — 1 damage instance(s),0.0404,0.9702,0.0032,0.0048,0,1,0,0,0.6161,0.5770,0.4482,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_103142_jpg.rf.aa88235895b66b41c0542f666ff8cbfd.jpg,1,Minor — 1 damage instance(s),0.0116,0.9933,0.0014,0.0097,0,1,0,0,0.6473,0.5243,0.4330,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_103326_jpg.rf.061c33bf17c60483e44fd3e63f726ed7.jpg,0,None,0.0334,0.2105,0.2388,0.0254,0,0,0,0,0.5677,0.6292,0.4573,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_103529_jpg.rf.80b7d6c1209ccebb8a87a4c032bef141.jpg,1,Minor — 1 damage instance(s),0.0006,0.7560,0.3842,0.9157,0,1,0,1,0.6557,0.5652,0.4808,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_103803_jpg.rf.5c8814c499de56b406e44f393aeaaafb.jpg,1,Minor — 1 damage instance(s),0.0177,0.0572,0.9120,0.6267,0,0,1,1,0.6316,0.5914,0.5094,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_103824_jpg.rf.e9b683d56bd9eb5ab83a68f13f230711.jpg,0,None,0.0065,0.6391,0.1216,0.1018,0,1,0,0,0.5855,0.6013,0.4371,metal_fatigue
causal_data\aircraft damage\test\images\IMG_20230513_104136_jpg.rf.2c07a36961eec419ddc2fba0e4f6ec91.jpg,1,Minor — 1 damage instance(s),0.4252,0.9531,0.0010,0.0002,0,1,0,0,0.6029,0.5863,0.4582,impact_force
causal_data\aircraft damage\test\images\IMG_20230513_104139_jpg.rf.b8ee38a5c58f51adefa34058a4b90a0b.jpg,1,Minor — 1 damage instance(s),0.0500,0.9827,0.0017,0.0030,0,1,0,0,0.6183,0.5656,0.4436,impact_force
causal_data\aircraft damage\test\images\Tech-2_metal-rip_jpg.rf.ed2f9a74838d5e0d1bd7ea9b86b825a9.jpg,1,Minor — 1 damage instance(s),0.9836,0.1128,0.0022,0.0000,1,0,0,0,0.5456,0.6610,0.4818,metal_fatigue
causal_data\aircraft damage\test\images\Udklip5_png_jpg.rf.1f157b09e78fee0aed92f663e0d8f487.jpg,6,Severe — 6 damage instances,0.0141,0.9980,0.0001,0.0005,0,1,0,0,0.7154,0.5764,0.5342,impact_force
causal_data\aircraft damage\test\images\Udklip5_png_jpg.rf.42b1806ef51d5f8815ca0d5f05308e40.jpg,5,Severe — 5 damage instances,0.0155,0.9976,0.0002,0.0006,0,1,0,0,0.6999,0.5751,0.5149,impact_force
causal_data\aircraft damage\test\images\unnamed-1_jpg.rf.90cdebbcbfd5278f2efae21f6d576395.jpg,1,Minor — 1 damage instance(s),0.0305,0.9928,0.0008,0.0026,0,1,0,0,0.6402,0.5455,0.4403,impact_force
causal_data\aircraft damage\test\images\unnamed-1_jpg.rf.d5dd4086bc801fd13b7d689eae4357a7.jpg,1,Minor — 1 damage instance(s),0.0454,0.9924,0.0007,0.0016,0,1,0,0,0.6377,0.5511,0.4451,impact_force
